Iteration,Discrepancy
1,0.0021672043949365616
2,0.002159552415832877
3,0.0021521460730582476
4,0.002144373022019863
5,0.0021366181317716837
6,0.00212954543530941
7,0.0021237710025161505
8,0.0021195735316723585
9,0.0021167295053601265
10,0.002114654053002596
11,0.0021127599757164717
12,0.0021109236404299736
13,0.0021091175731271505
14,0.002107303123921156
15,0.0021055068355053663
16,0.0021037498954683542
17,0.0021020560525357723
18,0.0021004409063607454
19,0.0020989179611206055
20,0.0020975018851459026
21,0.002096191979944706
22,0.0020949984900653362
23,0.0020939146634191275
24,0.0020929372403770685
25,0.002092055743560195
26,0.002091257832944393
27,0.0020905283745378256
28,0.002089852001518011
29,0.002089213114231825
30,0.002088595647364855
31,0.002087987959384918
32,0.002087377244606614
33,0.0020867546554654837
34,0.0020861118100583553
35,0.0020854431204497814
36,0.0020847441628575325
37,0.002084010513499379
38,0.002083239844068885
39,0.002082429127767682
40,0.0020815744064748287
41,0.0020806738175451756
42,0.0020797227043658495
43,0.002078717341646552
44,0.0020776523742824793
45,0.0020765219815075397
46,0.0020753194112330675
47,0.0020740365143865347
48,0.0020726651418954134
49,0.0020711945835500956
50,0.002069614129140973
51,0.002067910972982645
52,0.0020660727750509977
53,0.002064100466668606
54,0.00206205528229475
55,0.0020600955467671156
56,0.002058364450931549
57,0.0020569164771586657
58,0.002055730437859893
59,0.0020547460298985243
60,0.0020540833938866854
61,0.002053072676062584
62,0.0020519536919891834
63,0.0020505536813288927
64,0.0020488412119448185
65,0.002046598121523857
66,0.0020433911122381687
67,0.0020390599966049194
68,0.0020336362067610025
69,0.0020285656210035086
70,0.0020255371928215027
71,0.0020239173900336027
72,0.0020225830376148224
73,0.0020212754607200623
74,0.002019945764914155
75,0.0020185858011245728
76,0.0020171934738755226
77,0.0020157701801508665
78,0.00201431754976511
79,0.0020128379110246897
80,0.0020113340578973293
81,0.002009807853028178
82,0.0020082599949091673
83,0.0020066939759999514
84,0.002005110029131174
85,0.0020035102497786283
86,0.0020018955692648888
87,0.00200026691891253
88,0.001998625695705414
89,0.0019969725981354713
90,0.001995308557525277
91,0.001993634505197406
92,0.001991950673982501
93,0.0019902579952031374
94,0.0019885569345206022
95,0.001986848656088114
96,0.0019851333927363157
97,0.0019834116101264954
98,0.00198168377391994
99,0.001979951513931155
100,0.0019782145973294973
