Iteration,Discrepancy
1,0.002167204162105918
2,0.002159552648663521
3,0.0021521577145904303
4,0.0021444151643663645
5,0.0021367224399000406
6,0.0021297603379935026
7,0.0021241616923362017
8,0.0021202177740633488
9,0.0021177080925554037
10,0.002116045681759715
11,0.0021146468352526426
12,0.002113368595018983
13,0.002112181158736348
14,0.0021110638044774532
15,0.002110046800225973
16,0.00210916087962687
17,0.0021084314212203026
18,0.0021078770514577627
19,0.0021075138356536627
20,0.002107351552695036
21,0.0021073929965496063
22,0.002107639331370592
23,0.0021080898586660624
24,0.00210873456671834
25,0.0021095634438097477
26,0.002110563451424241
27,0.0021117194555699825
28,0.0021130170207470655
29,0.0021144403144717216
30,0.0021159755997359753
31,0.002117609605193138
32,0.0021193306893110275
33,0.002121128374710679
34,0.0021229940466582775
35,0.0021249200217425823
36,0.002126899780705571
37,0.0021289284341037273
38,0.0021310006268322468
39,0.0021331137977540493
40,0.002135263988748193
41,0.002137447940185666
42,0.00213966378942132
43,0.002141909673810005
44,0.0021441823337227106
45,0.002146480605006218
46,0.0021488021593540907
47,0.0021511458326131105
48,0.002153509994968772
49,0.0021558920852839947
50,0.0021582916378974915
51,0.0021607070229947567
52,0.002163136377930641
53,0.0021655785385519266
54,0.0021680323407053947
55,0.00217049615457654
56,0.0021729690488427877
57,0.002175450325012207
58,0.0021779388189315796
59,0.0021804342977702618
60,0.002182935830205679
61,0.0021854427177459
62,0.002187955193221569
63,0.0021904727909713984
64,0.0021929950453341007
65,0.002195521956309676
66,0.002198051428422332
67,0.002200580667704344
68,0.0022031059488654137
69,0.0022056219168007374
70,0.0022081199567764997
71,0.002210592618212104
72,0.0022130298893898726
73,0.0022154226899147034
74,0.0022177614737302065
75,0.002220032038167119
76,0.002222196664661169
77,0.002224178519099951
78,0.0022259212564677
79,0.002227276796475053
80,0.0022282737772911787
81,0.0022289592307060957
82,0.0022296239621937275
83,0.002230738988146186
84,0.002232503378763795
85,0.002234680112451315
86,0.0022369949147105217
87,0.002239321358501911
88,0.0022416196297854185
89,0.0022438850719481707
90,0.0022461190819740295
91,0.0022483256179839373
92,0.0022505060769617558
93,0.0022526623215526342
94,0.0022547945845872164
95,0.002256904263049364
96,0.0022589911241084337
97,0.0022610556334257126
98,0.002263097558170557
99,0.0022651180624961853
100,0.0022671169135719538
