Iteration,Discrepancy
1,0.002167204162105918
2,0.002159552648663521
3,0.0021521528251469135
4,0.0021443977020680904
5,0.0021366789005696774
6,0.0021296716295182705
7,0.002124001272022724
8,0.00211995467543602
9,0.0021173127461224794
10,0.0021154899150133133
11,0.002113903872668743
12,0.002112417947500944
13,0.002111003967002034
14,0.0021096353884786367
15,0.0021083387546241283
16,0.002107143634930253
17,0.002106074709445238
18,0.0021051508374512196
19,0.0021043862216174603
20,0.0021037915721535683
21,0.0021033717785030603
22,0.0021031282376497984
23,0.0021030583884567022
24,0.0021031538490206003
25,0.002103405073285103
26,0.002103796461597085
27,0.0021043147426098585
28,0.0021049429196864367
29,0.0021056653931736946
30,0.002106468426063657
31,0.0021073382813483477
32,0.0021082640159875154
33,0.002109234919771552
34,0.0021102444734424353
35,0.0021112861577421427
36,0.0021123543847352266
37,0.0021134461276233196
38,0.0021145581267774105
39,0.0021156882867217064
40,0.002116835443302989
41,0.002117997035384178
42,0.00211917283013463
43,0.002120361663401127
44,0.002121563069522381
45,0.0021227754186838865
46,0.002123998710885644
47,0.002125231549143791
48,0.0021264732349663973
49,0.0021277237683534622
50,0.0021289812866598368
51,0.0021302453242242336
52,0.0021315161138772964
53,0.0021327915601432323
54,0.002134071197360754
55,0.0021353536285459995
56,0.0021366365253925323
57,0.002137916861101985
58,0.0021391904447227716
59,0.0021404491271823645
60,0.0021416840609163046
61,0.002142882440239191
62,0.0021440295968204737
63,0.0021451194770634174
64,0.0021461837459355593
65,0.002147334860637784
66,0.0021485122852027416
67,0.002149509731680155
68,0.0021505956538021564
69,0.002151421969756484
70,0.002151754219084978
71,0.0021517195273190737
72,0.002151099033653736
73,0.0021500808652490377
74,0.0021493190433830023
75,0.002149534411728382
76,0.0021506594493985176
77,0.002152122324332595
78,0.0021536299027502537
79,0.0021551174577325583
80,0.002156580798327923
81,0.002158023416996002
82,0.0021594492718577385
83,0.0021608599927276373
84,0.002162255346775055
85,0.0021636374294757843
86,0.002165005309507251
87,0.00216636061668396
88,0.002167703816667199
89,0.0021690353751182556
90,0.0021703559905290604
91,0.0021716663613915443
92,0.002172967419028282
93,0.00217425893060863
94,0.0021755415946245193
95,0.0021768168080598116
96,0.002178083173930645
97,0.0021793425548821688
98,0.002180594252422452
99,0.002181838732212782
100,0.0021830766927450895
