Iteration,Discrepancy
1,0.0021672043949365616
2,0.002159552415832877
3,0.0021521486341953278
4,0.0021443841978907585
5,0.002136644907295704
6,0.0021296017803251743
7,0.0021238739136606455
8,0.002119744662195444
9,0.0021169926039874554
10,0.002115033334121108
11,0.0021132817491889
12,0.0021116090938448906
13,0.0021099878940731287
14,0.0021083832252770662
15,0.0021068239584565163
16,0.0021053345408290625
17,0.0021039387211203575
18,0.0021026546601206064
19,0.002101496560499072
20,0.002100475365296006
21,0.0020995954982936382
22,0.002098861150443554
23,0.0020982688292860985
24,0.0020978115499019623
25,0.0020974797662347555
26,0.002097259508445859
27,0.0020971361082047224
28,0.00209709326736629
29,0.002097115619108081
30,0.0020971880294382572
31,0.0020972974598407745
32,0.002097432967275381
33,0.0020975840743631124
34,0.0020977440290153027
35,0.0020979063119739294
36,0.0020980676636099815
37,0.002098223427310586
38,0.002098371274769306
39,0.0020985095761716366
40,0.0020986360032111406
41,0.0020987491589039564
42,0.002098846947774291
43,0.0020989279728382826
44,0.0020989899057894945
45,0.002099030651152134
46,0.002099047414958477
47,0.0020990371704101562
48,0.002098996425047517
49,0.0020989219192415476
50,0.0020988094620406628
51,0.002098653232678771
52,0.0020984471775591373
53,0.002098182449117303
54,0.002097847405821085
55,0.0020974299404770136
56,0.0020969316828995943
57,0.0020964031573385
58,0.002095932373777032
59,0.002095562871545553
60,0.0020952941849827766
61,0.002095205010846257
62,0.002095150761306286
63,0.002095287200063467
64,0.0020951007027179003
65,0.002094496740028262
66,0.0020935058128088713
67,0.0020916133653372526
68,0.0020888291765004396
69,0.002085672691464424
70,0.002083392348140478
71,0.002082692226395011
72,0.0020827350672334433
73,0.0020829171407967806
74,0.0020831057336181402
75,0.002083279425278306
76,0.002083434723317623
77,0.0020835455507040024
78,0.0020836414769291878
79,0.0020837225019931793
80,0.0020837909542024136
81,0.002083847299218178
82,0.0020838931668549776
83,0.0020839294884353876
84,0.002083957428112626
85,0.0020839781500399113
86,0.002083992585539818
87,0.0020840014331042767
88,0.0020840056240558624
89,0.002084005856886506
90,0.002084002597257495
91,0.0020839960779994726
92,0.00208398699760437
93,0.0020839760545641184
94,0.0020839632488787174
95,0.0020839485805481672
96,0.0020839334465563297
97,0.0020839176140725613
98,0.002083900850266218
99,0.0020838843192905188
100,0.0020838675554841757
