Iteration,Discrepancy
1,0.0021672043949365616
2,0.002159552415832877
3,0.002152164001017809
4,0.002144438913092017
5,0.002136779949069023
6,0.002129876520484686
7,0.0021243691444396973
8,0.002120551187545061
9,0.0021181958727538586
10,0.0021167078521102667
11,0.0021155024878680706
12,0.0021144263446331024
13,0.0021134486887604
14,0.002112557413056493
15,0.002111783716827631
16,0.002111158799380064
17,0.002110707573592663
18,0.0021104509942233562
19,0.0021104030311107635
20,0.0021105753257870674
21,0.002110973699018359
22,0.002111599314957857
23,0.002112451009452343
24,0.0021135236602276564
25,0.0021148088853806257
26,0.0021162957418709993
27,0.002117972355335951
28,0.0021198256872594357
29,0.002121841302141547
30,0.00212400546297431
31,0.002126305364072323
32,0.0021287277340888977
33,0.002131261397153139
34,0.002133894246071577
35,0.0021366169676184654
36,0.002139420947059989
37,0.0021422964055091143
38,0.0021452363580465317
39,0.0021482345182448626
40,0.0021512843668460846
41,0.00215438031591475
42,0.002157517010346055
43,0.002160690724849701
44,0.002163896569982171
45,0.0021671317517757416
46,0.0021703927777707577
47,0.002173676388338208
48,0.002176980022341013
49,0.0021803006529808044
50,0.0021836368832737207
51,0.0021869849879294634
52,0.0021903442684561014
53,0.00219371123239398
54,0.0021970842499285936
55,0.0022004612255841494
56,0.002203838899731636
57,0.0022072168067097664
58,0.0022105916868895292
59,0.0022139623761177063
60,0.002217330504208803
61,0.0022206988651305437
62,0.002224074909463525
63,0.002227463759481907
64,0.002230855403468013
65,0.00223421398550272
66,0.0022374948021024466
67,0.0022406750358641148
68,0.002243760274723172
69,0.002246635500341654
70,0.0022492394782602787
71,0.0022515945602208376
72,0.002253662794828415
73,0.002255521947517991
74,0.0022574698086827993
75,0.002259844448417425
76,0.002262695925310254
77,0.0022660810500383377
78,0.0022693369537591934
79,0.0022725840099155903
80,0.002275791484862566
81,0.0022789505310356617
82,0.0022820602171123028
83,0.002284510526806116
84,0.0022869291715323925
85,0.002289318945258856
86,0.0022916814778000116
87,0.002294017933309078
88,0.002296328777447343
89,0.0022986140102148056
90,0.0023008743301033974
91,0.002303110435605049
92,0.00230532162822783
93,0.0023075088392943144
94,0.0023096720688045025
95,0.002311811549589038
96,0.002313927747309208
97,0.0023160206619650126
98,0.0023182909935712814
99,0.0023203755263239145
100,0.0023224337492138147
