Iteration,Discrepancy
1,0.002167204162105918
2,0.002159552648663521
3,0.002152171451598406
4,0.002144463825970888
5,0.002136839088052511
6,0.0021299934014678
7,0.002124567748978734
8,0.002120845951139927
9,0.0021185793448239565
10,0.0021171574480831623
11,0.002116001211106777
12,0.002114927861839533
13,0.002113946247845888
14,0.0021130347158759832
15,0.002112217014655471
16,0.0021115245763212442
17,0.002110992791131139
18,0.002110640285536647
19,0.002110488712787628
20,0.002110556233674288
21,0.0021108558867126703
22,0.0021113986149430275
23,0.0021121904719620943
24,0.0021132335532456636
25,0.002114527393132448
26,0.002116067800670862
27,0.0021178466267883778
28,0.0021198552567511797
29,0.0021220818161964417
30,0.0021245148964226246
31,0.0021271402947604656
32,0.0021299440413713455
33,0.0021329130977392197
34,0.0021360330283641815
35,0.0021392914932221174
36,0.00214267591945827
37,0.002146173734217882
38,0.00214977515861392
39,0.0021534685511142015
40,0.0021572448313236237
41,0.0021610951516777277
42,0.00216500973328948
43,0.0021689811255782843
44,0.0021730009466409683
45,0.0021770598832517862
46,0.0021811502519994974
47,0.0021852608770132065
48,0.0021893817465752363
49,0.002193502616137266
50,0.0021976332645863295
51,0.0022019294556230307
52,0.0022060826886445284
53,0.0022100722417235374
54,0.002213871804997325
55,0.002217346103861928
56,0.002220530528575182
57,0.0022233843337744474
58,0.002226166194304824
59,0.002229314064607024
60,0.0022330929059535265
61,0.002237342530861497
62,0.0022417805157601833
63,0.002246243180707097
64,0.002250666730105877
65,0.0022550299763679504
66,0.0022593308240175247
67,0.002263570437207818
68,0.002267752308398485
69,0.002271877368912101
70,0.002275948179885745
71,0.002279964741319418
72,0.0022839270532131195
73,0.0022878358140587807
74,0.002291690791025758
75,0.002295492449775338
76,0.0022992403246462345
77,0.002302935579791665
78,0.002306576119735837
79,0.002310164738446474
80,0.002313699573278427
81,0.0023171815555542707
82,0.002320611383765936
83,0.002323988126590848
84,0.002327313181012869
85,0.002330585615709424
86,0.0023338065948337317
87,0.0023369763512164354
88,0.0023400946520268917
89,0.002343161962926388
90,0.0023461785167455673
91,0.0023491447791457176
92,0.002352061215788126
93,0.0023549278266727924
94,0.0023577448446303606
95,0.0023605134338140488
96,0.002363232895731926
97,0.002365904161706567
98,0.0023685276973992586
99,0.0023711032699793577
100,0.0023736318107694387
